S12_001,S12_037,pref
梶田,16,34
楽々園,6987,34
横尾,1776,34
横川,0,34
横川一丁目,1076,34
段原一丁目,587,34
比婆山,6,34
比治山下,671,34
比治山橋,898,34
毘沙門台,2013,34
水尻,108,34
江波,1753,34
河佐,38,34
河戸帆待川,2340,34
油木,2,34
海岸通,1811,34
海田市,0,34
湯田村,1656,34
湯野,132,34
牛田,2504,34
狩留家,400,34
玖村,2054,34
甲奴,26,34
甲立,242,34
白島,4657,34
白木山,198,34
的場町,772,34
皆実町二丁目,910,34
皆実町六丁目,5083,34
県庁前,16762,34
県病院前,3618,34
矢賀,1860,34
矢野,15436,34
祇園新橋北,3949,34
神杉,20,34
神辺,3291,34
福山,0,34
竹原,1344,34
粟屋,0,34
紙屋町東,0,34
緑井,5484,34
縮景園前,769,34
舟入川口町,2105,34
舟入幸町,1261,34
舟入本町,1880,34
舟入町,2043,34
船佐,0,34
草津,3039,34
草津南,2020,34
袋町,2853,34
西三次,8,34
西原,7543,34
近田,438,34
道上,1364,34
道後山,0,34
長楽寺,3006,34
長谷,0,34
阿品東,568,34
須波,120,34
風早,358,34
香淀,0,34
駅家,1428,34
高,2,34
高取,2942,34
高木,512,34
高須,3074,34
鵜飼,656,34
鷹野橋,2892,34
ＪＡ広島病院前,1548,34
三谷,48,35
上嘉川,112,35
上山口,272,35
上郷,1352,35
丸尾,426,35
仁保,82,35
仁保津,774,35
勝間,280,35
北河内,25,35
南中川,172,35
南大嶺,22,35
南小野田,240,35
南桑,8,35
南河内,103,35
厚保,58,35
厚狭,0,35
名草,24,35
周防下郷,526,35
周防久保,130,35
周防佐山,114,35
周防花岡,532,35
周防高森,818,35
地福,44,35
大歳,412,35
大河内,198,35
妻崎,50,35
宇部,0,35
宇部岬,430,35
宇部新川,1774,35
守内かさ神,4,35
宮野,754,35
小野田,0,35
小野田港,154,35
居能,400,35
山口,3426,35
岐波,410,35
岩倉,50,35
岩国,0,35
岩鼻,564,35
川西,916,35
常盤,256,35
床波,762,35
徳佐,170,35
新山口,0,35
於福,72,35
東新川,910,35
板持,22,35
柱野,58,35
柳瀬,4,35
根笠,9,35
椋野,26,35
欽明路,90,35
河山,13,35
浜河内,18,35
深溝,172,35
清流みはらし,0,35
清流新岩国,71,35
渋木,24,35
渡川,16,35
湯ノ峠,8,35
湯田温泉,2600,35
玖珂,734,35
琴芝,1410,35
生野屋,198,35
目出,22,35
矢原,1328,35
篠目,20,35
米川,26,35
美祢,692,35
船平山,12,35
草江,190,35
行波,74,35
西岩国,696,35
重安,6,35
錦町,107,35
鍋倉,6,35
長門峡,16,35
長門市,0,35
長門本山,48,35
長門湯本,42,35
長門長沢,18,35
阿知須,672,35
雀田,288,35
高水,352,35
三加茂,144,36
三縄,30,36
下浦,370,36
中田,888,36
二軒屋,1246,36
佃,58,36
佐古,1724,36
勝瑞,2446,36
北河内,62,36
南小松島,1980,36
吉成,688,36
地蔵橋,612,36
坪尻,2,36
大歩危,202,36
学,476,36
宍喰,26,36
小島,94,36
小歩危,12,36
山河内,20,36
山瀬,234,36
川田,188,36
府中,1154,36
徳島,16258,36
撫養,492,36
教会前,72,36
文化の森,296,36
新野,380,36
日和佐,320,36
木岐,40,36
板東,390,36
板野,946,36
桑野,238,36
江口,180,36
池谷,162,36
浅川,8,36
海部,98,36
牛島,536,36
牟岐,276,36
田井ノ浜,6,36
由岐,176,36
石井,2000,36
祖谷口,22,36
穴吹,1406,36
立江,224,36
立道,58,36
箸蔵,102,36
羽ノ浦,1692,36
蔵本,932,36
西原,188,36
西麻植,248,36
見能林,614,36
貞光,1070,36
辺川,18,36
辻,364,36
金比羅前,70,36
阿南,3040,36
阿波中島,420,36
阿波加茂,468,36
阿波半田,132,36
阿波大宮,4,36
阿波大谷,84,36
阿波富田,922,36
阿波山川,740,36
阿波川口,86,36
阿波川島,910,36
阿波川端,154,36
阿波橘,174,36
阿波池田,1452,36
阿波海南,176,36
阿波福井,76,36
阿波赤石,678,36
鮎喰,432,36
鯖瀬,4,36
鳴門,1478,36
鴨島,1794,36
麻植塚,166,36
みの,468,37
オレンジタウン,238,37
一宮,1637,37
三本松,1456,37
三条,3125,37
丸亀,7930,37
丹生,266,37
井戸,61,37
今橋,658,37
仏生山,3341,37
元山,857,37
八十場,216,37
八栗,930,37
八栗口,464,37
八栗新道,195,37
公文明,232,37
六万寺,996,37
円座,1752,37
原,179,37
古高松,684,37
古高松南,440,37
善通寺,2916,37
国分,790,37
坂出,10710,37
塩入,50,37
塩屋,127,37
多度津,4244,37
大町,354,37
太田,4485,37
学園通り,1274,37
宇多津,4544,37
屋島,1218,37
岡本,851,37
岡田,507,37
平木,395,37
引田,516,37
志度,1960,37
房前,99,37
挿頭丘,383,37
春日川,532,37
昭和町,1144,37
木太東口,984,37
木太町,772,37
本山,524,37
松島二丁目,563,37
林道,2015,37
栗林,2274,37
栗林公園,3321,37
栗林公園北口,876,37
栗熊,583,37
榎井,249,37
比地大,254,37
水田,1249,37
池戸,505,37
沖松島,701,37
津島ノ宮,3036,37
海岸寺,144,37
滝宮,550,37
潟元,1869,37
片原町,5353,37
琴平,2348,37
琴電屋島,790,37
琴電志度,1146,37
琴電琴平,1428,37
瓦町,14354,37
畑田,255,37
白山,259,37
神前,868,37
空港通り,1330,37
端岡,2634,37
箕浦,34,37
羽床,147,37
羽間,260,37
花園,1025,37
西前田,135,37
観音寺,3110,37
詫間,1782,37
讃岐塩屋,668,37
讃岐府中,664,37
讃岐津田,1066,37
讃岐牟礼,514,37
讃岐白鳥,440,37
讃岐相生,28,37
讃岐財田,28,37
豊浜,434,37
農学部前,734,37
造田,480,37
金蔵寺,512,37
長尾,1038,37
陶,616,37
香西,1112,37
高松,25930,37
高松築港,12862,37
高瀬,1252,37
高田,1407,37
鬼無,1334,37
鴨川,698,37
鶴羽,158,37
黒川,40,37
いよ立花,2257,38
三津,2011,38
三津浜,1092,38
中萩,222,38
久米,2827,38
二名,36,38
五十崎,10,38
今治,4600,38
伊予三島,1844,38
伊予三芳,404,38
伊予亀岡,154,38
伊予北条,2374,38
伊予和気,796,38
伊予土居,644,38
伊予宮野下,220,38
伊予富田,240,38
伊予寒川,220,38
伊予小松,530,38
伊予桜井,564,38
伊予氷見,116,38
伊予西条,3026,38
余戸,2502,38
光洋台,252,38
内子,1254,38
出目,26,38
務田,62,38
北久米,1220,38
北宇和島,0,38
古泉,2383,38
古町,4900,38
吉野生,28,38
喜多山,14,38
土居田,2450,38
土橋,973,38
地蔵町,540,38
堀江,444,38
壬生川,1664,38
多喜浜,156,38
大内,30,38
大手町,2792,38
大浦,46,38
大西,380,38
山西,2393,38
岡田,954,38
川之江,1196,38
平井,1000,38
愛大医学部南口,1290,38
新居浜,4038,38
新川,684,38
新谷,200,38
松丸,116,38
松前,1052,38
松山,13964,38
松山市,19686,38
柳原,268,38
梅本,1599,38
梅津寺,328,38
横河原,1300,38
波方,136,38
波止浜,234,38
浅海,142,38
深田,12,38
港山,323,38
牛渕,230,38
牛渕団地前,945,38
玉之江,102,38
田窪,791,38
真土,6,38
石手川公園,454,38
石鎚山,90,38
福音寺,1710,38
粟井,794,38
菊間,416,38
衣山,2251,38
西衣山,1222,38
見奈良,672,38
赤星,234,38
近永,334,38
郡中,1058,38
郡中港,1051,38
鎌田,1052,38
関川,106,38
高浜,1255,38
鷹ノ子,1048,38
はりまや橋,0,39
グランド通,631,39
上町一丁目,441,39
上町二丁目,608,39
上町五丁目,1065,39
上町四丁目,359,39
中山,92,39
中村,923,39
仁井田,26,39
伊与喜,21,39
伊野,1341,39
伊野商業前,90,39
伊野駅前,53,39
佐川,768,39
佐賀公園,4,39
入明,934,39
八代通,278,39
六反地,10,39
具同,80,39
円行寺口,556,39
北内,190,39
北山,39,39
十川,20,39
半家,6,39
古津賀,106,39
吾桑,84,39
咥内,122,39
国見,12,39
土佐一宮,708,39
土佐上川口,11,39
土佐久礼,332,39
土佐佐賀,122,39
土佐入野,159,39
土佐加茂,152,39
土佐北川,4,39
土佐大正,30,39
土佐大津,828,39
土佐山田,1914,39
土佐岩原,8,39
土佐新荘,164,39
土佐昭和,2,39
土佐白浜,0,39
土佐穴内,6,39
土佐長岡,82,39
堀詰,1839,39
多ノ郷,442,39
大杉,122,39
大橋通,2296,39
大田口,14,39
大間,434,39
宇治団地前,100,39
安和,26,39
宮の奥,87,39
家地川,2,39
宿毛,474,39
小村神社前,134,39
山田西町,536,39
岡花,126,39
工業団地,33,39
布師田,184,39
平田,92,39
影野,28,39
後免,3940,39
打井川,0,39
斗賀野,278,39
新改,0,39
日下,296,39
旭,1438,39
旭町一丁目,347,39
旭町三丁目,967,39
旭駅前通,1097,39
曙町,95,39
曙町東町,100,39
有井川,11,39
有岡,98,39
朝倉,2378,39
朝倉神社前,47,39
朝倉駅前,174,39
東宿毛,26,39
枝川,859,39
枡形,649,39
桟橋車庫前,520,39
桟橋通一丁目,544,39
桟橋通三丁目,794,39
桟橋通二丁目,260,39
桟橋通五丁目,197,39
桟橋通四丁目,353,39
梅の辻,542,39
江川崎,46,39
波川,314,39
浮鞭,23,39
海の王迎,4,39
甲浦,40,39
県庁前,1578,39
窪川,2656,39
繁藤,10,39
若井,17,39
荷稲,19,39
薊野,368,39
蛍橋,548,39
襟野々,150,39
西佐川,560,39
西大方,11,39
角茂谷,8,39
豊永,18,39
鏡川橋,880,39
須崎,832,39
高知,10540,39
高知商業前,1064,39
高知城前,801,39
鳴谷,50,39
鴨部,418,39
あかぢ,49,40
ふれあい生力,250,40
ノーフォーク広場,23,40
一本松,685,40
一貴山,888,40
三ヶ森,2333,40
三国が丘,5916,40
三沢,1870,40
三潴,902,40
三苫,3478,40
上三緒,117,40
上伊田,50,40
上浦,110,40
上金田,181,40
下伊田,323,40
下大利,15618,40
下山門,5614,40
下鴨生,319,40
中泉,79,40
九大学研都市,18893,40
九州鉄道記念館,396,40
九郎原,17,40
五郎丸,740,40
井尻,22749,40
人見,113,40
今宿,10957,40
今川河童,80,40
今池,1674,40
伊賀,1556,40
倉永,1174,40
八丁牟田,1243,40
内田,30,40
出光美術館,50,40
加布里,1254,40
勾金,300,40
北野,1541,40
南直方御殿口,65,40
博多,0,40
博多南,15664,40
原町,2982,40
古賀茶屋,548,40
吉塚,0,40
名島,2982,40
周船寺,10452,40
味坂,191,40
呼野,167,40
和白,5383,40
唐の原,1092,40
土井,2963,40
城戸南蔵院前,542,40
城野,0,40
塩塚,426,40
大保,2827,40
大入,257,40
大善寺,3328,40
大城,638,40
大堰,346,40
大橋,36635,40
大溝,1005,40
大牟田,8294,40
大藪,251,40
大行司,41,40
太宰府,11876,40
奈多,2247,40
姪浜,0,40
学校前,348,40
宇美,3701,40
安武,958,40
宝珠山,15,40
宮の陣,2194,40
崎山,42,40
市場,44,40
希望が丘高校前,912,40
彦山,16,40
徳益,211,40
志井,138,40
志井公園,1728,40
感田,378,40
採銅所,191,40
新原,565,40
新木屋瀬,247,40
新栄町,4258,40
新豊津,254,40
新飯塚,0,40
春日原,21703,40
朝倉街道,13138,40
木屋瀬,772,40
本郷,356,40
東中間,631,40
東犀川三四郎,51,40
東甘木,399,40
松山,35,40
柚須,8026,40
柿下温泉口,43,40
桂川,0,40
桜台,2119,40
森下,534,40
楠橋,559,40
櫛原,1063,40
歓遊舎ひこさん,2,40
永犬丸,1296,40
江の浦,327,40
池尻,121,40
油須原,82,40
波多江,6139,40
津古,2518,40
津福,2480,40
海ノ中道,1471,40
添田,265,40
源じいの森,27,40
熊西,525,40
犀川,298,40
犬塚,1025,40
甘木,1952,40
田川伊田,2114,40
田川市立病院,213,40
田川後藤寺,3414,40
白木原,9456,40
直方,1534,40
矢加部,177,40
石原町,373,40
石田,759,40
福吉,828,40
穴生,1202,40
端間,1725,40
筑前前原,15118,40
筑前大分,1389,40
筑前山手,57,40
筑前岩屋,17,40
筑前庄内,101,40
筑前深江,1804,40
筑紫,6586,40
筑豊中間,875,40
筑豊直方,919,40
筑豊香月,636,40
篠栗,9765,40
糒,117,40
糸島高校前,2037,40
糸田,156,40
紫,5843,40
美咲が丘,2053,40
美夜古泉,179,40
舞松原,2080,40
船尾,46,40
花畑,7642,40
萩原,1035,40
蒲池,405,40
薬院,40912,40
藤棚,216,40
行橋,808,40
西山,372,40
西戸崎,1808,40
西添田,144,40
西鉄中島,866,40
西鉄久留米,33859,40
西鉄二日市,21467,40
西鉄五条,5781,40
西鉄千早,6056,40
西鉄小郡,11117,40
西鉄平尾,13019,40
西鉄新宮,1384,40
西鉄柳川,11274,40
西鉄渡瀬,345,40
西鉄銀水,698,40
西鉄香椎,3930,40
西黒崎,122,40
試験場前,2949,40
豊前大熊,61,40
豊前川崎,418,40
豊前桝田,25,40
豊津,54,40
貝塚,16195,40
赤,40,40
赤池,272,40
通谷,1670,40
遠賀野,400,40
都府楼前,6847,40
酒殿,1290,40
金島,635,40
金田,801,40
長者原,7853,40
門松,2744,40
開,653,40
関門海峡めかり,377,40
雁ノ巣,771,40
雑餉隈,15047,40
須恵,1304,40
須恵中央,2753,40
香春,572,40
香椎宮前,2418,40
香椎神宮,2033,40
香椎花園前,3280,40
馬田,107,40
高宮,20297,40
鹿家,124,40
黒崎駅前,8218,40
三代橋,110,41
三間坂,704,41
上伊万里,10,41
上有田,180,41
中多久,837,41
久保田,0,41
久原,65,41
伊万里,346,41
佐里,8,41
北方,223,41
厳木,542,41
和多田,763,41
唐津,0,41
多久,682,41
大川野,71,41
大木,43,41
大町,481,41
夫婦石,37,41
小城,2096,41
山本,660,41
山谷,53,41
岩屋,174,41
川東,310,41
有田,3462,41
本牟田部,69,41
東唐津,1720,41
東多久,367,41
東山代,45,41
桃川,74,41
楠久,86,41
武雄温泉,3591,41
永尾,117,41
波瀬,13,41
浜崎,1271,41
浦ノ崎,80,41
相知,452,41
福島口,46,41
肥前久保,45,41
肥前山口,0,41
肥前長野,30,41
蔵宿,55,41
虹ノ松原,344,41
西唐津,997,41
西有田,123,41
西相知,19,41
里,43,41
金武,45,41
金石原,21,41
駒鳴,14,41
高橋,265,41
鬼塚,239,41
鳴石,73,41
黒川,68,41
いのつき,41,42
すえたちばな,5,42
たびら平戸口,209,42
ハウステンボス,3138,42
三会,53,42
三河内,185,42
上相浦,598,42
中佐世保,183,42
中田平,13,42
中里,271,42
今福,95,42
佐々,525,42
佐世保,9492,42
佐世保中央,909,42
前浜,33,42
北佐世保,622,42
千綿,147,42
南風崎,39,42
古部,56,42
吉井,160,42
吾妻,210,42
大三東,65,42
大塔,1032,42
大学,1084,42
大村,4746,42
大正,56,42
小串郷,141,42
小浦,312,42
山の田,103,42
岩松,423,42
島原,851,42
川棚,1791,42
左石,1017,42
干拓の里,104,42
幸,369,42
彼杵,636,42
御厨,232,42
愛野,411,42
日宇,814,42
早岐,3366,42
本山,211,42
本諫早,1136,42
東田平,10,42
松原,142,42
松浦,497,42
松浦発電所前,79,42
棚方,184,42
森山,133,42
江迎鹿町,455,42
泉福寺,1051,42
清峰高校前,475,42
潜竜ヶ滝,119,42
皆瀬,199,42
相浦,169,42
真申,69,42
神田,77,42
竹松,2461,42
西木場,40,42
西田平,235,42
西郷,128,42
調川,92,42
諏訪,462,42
諫早,2123,42
野中,173,42
釜ノ鼻,44,42
阿母崎,69,42
高岩,117,42
鷹島口,69,42
あさぎり,762,43
おかどめ幸福,158,43
たのうら御立岬公園,128,43
一勝地,49,43
一武,124,43
三角,777,43
上田浦,20,43
中松,138,43
人吉,490,43
人吉温泉,1015,43
住吉,253,43
佐敷,556,43
八代,604,43
公立病院前,19,43
加勢,0,43
南阿蘇水の生まれる里白水高原,0,43
南阿蘇白川水源,1,43
吉尾,4,43
坂本,45,43
多良木,352,43
大畑,5,43
宇土,0,43
川村,5,43
新水俣,95,43
新鶴羽,22,43
日奈久温泉,94,43
木上,11,43
東免田,63,43
東多良木,69,43
段,15,43
水俣,383,43
波多浦,290,43
津奈木,108,43
海浦,31,43
海路,0,43
渡,30,43
湯前,405,43
湯浦,190,43
瀬戸石,1,43
球泉洞,7,43
白石,23,43
相良藩願成寺,691,43
矢岳,3,43
石打ダム,9,43
立野,0,43
網田,186,43
緑川,131,43
肥後二見,74,43
肥後田浦,82,43
肥後西村,503,43
肥後長浜,76,43
肥後高田,508,43
葉木,27,43
袋,25,43
西人吉,22,43
見晴台,1,43
赤瀬,7,43
那良口,2,43
鎌瀬,16,43
長陽,0,43
阿蘇下田城ふれあい温泉,0,43
阿蘇白川,1,43
高森,139,43
今山,16,44
夜明,57,44
大鶴,27,44
えびの,98,45
えびの上江,39,45
えびの飯野,348,45
串間,114,45
京町温泉,151,45
伊比井,46,45
内之田,12,45
内海,48,45
北郷,138,45
南宮崎,0,45
南方,174,45
南郷,323,45
大堂津,72,45
子供の国,89,45
宮崎空港,1874,45
小内海,12,45
小林,842,45
広原,41,45
折生迫,49,45
日南,420,45
日向前田,18,45
日向北方,14,45
日向大束,51,45
日向庄内,115,45
曽山寺,28,45
木花,689,45
東高崎,34,45
榎原,12,45
油津,343,45
田吉,111,45
真幸,6,45
福島今町,11,45
福島高松,1,45
西小林,54,45
谷之口,9,45
谷頭,145,45
運動公園,55,45
都城,0,45
青島,172,45
飫肥,693,45
高原,176,45
高崎新田,149,45
上川内,257,46
中名,285,46
中福良,4,46
二月田,658,46
五位野,653,46
入野,19,46
出水,244,46
前之浜,159,46
南鹿児島,2657,46
吉松,183,46
喜入,1178,46
嘉例川,47,46
坂之上,4449,46
大山,61,46
大隅夏井,1,46
大隅横川,178,46
宇宿,2561,46
山川,347,46
川内,388,46
平川,1957,46
御領,9,46
志布志,34,46
慈眼寺,3018,46
折口,207,46
指宿,1475,46
日当山,135,46
東開聞,40,46
枕崎,40,46
栗野,324,46
植村,8,46
水成川,7,46
瀬々串,339,46
牛ノ浜,40,46
生見,113,46
白沢,1,46
石垣,27,46
米ノ津,201,46
草道,54,46
薩摩今和泉,929,46
薩摩塩屋,0,46
薩摩大川,16,46
薩摩川尻,30,46
薩摩板敷,105,46
薩摩高城,4,46
表木山,2,46
西出水,494,46
西大山,83,46
西方,16,46
西頴娃,178,46
谷山,5580,46
郡元,2347,46
野田郷,385,46
開聞,43,46
阿久根,638,46
隼人,0,46
霧島温泉,376,46
頴娃,12,46
頴娃大川,13,46
高尾野,157,46
鶴丸,8,46
鹿児島中央,0,46
おもろまち,11755,47
儀保,3294,47
古島,5086,47
壺川,4178,47
奥武山公園,4215,47
安里,4480,47
小禄,7770,47
市立病院前,1826,47
旭橋,7867,47
牧志,7298,47
県庁前,14628,47
美栄橋,6405,47
赤嶺,4824,47
那覇空港,13702,47
首里,7375,47
